"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENSG00000101825",1024.97040543336,3.28773227521201,0.090465607749029,36.3423444225665,3.47141459583432e-289,1.70767883932857e-286,"MXRA5","25878","matrix remodeling associated 5"
"ENSG00000117724",1324.17284690485,-2.82509148003971,0.0779663511930272,-36.2347530288473,1.72752184943235e-287,8.19462328720016e-285,"CENPF","1063","centromere protein F"
"ENSG00000074416",2392.80973934457,-2.14804847933034,0.0594900052166213,-36.1077204735256,1.71591935631482e-285,7.85891065192188e-283,"MGLL","11343","monoglyceride lipase"
"ENSG00000181104",14922.5173336984,1.66816051321881,0.0463686111387498,35.9760724388992,1.98034424813603e-283,8.76764410124758e-281,"F2R","2149","coagulation factor II thrombin receptor"
"ENSG00000166073",2268.80918089117,-2.20667217287902,0.0614138056098181,-35.93120717675,9.95013489777293e-283,4.26315134555548e-280,"GPR176","11245","G protein-coupled receptor 176"
"ENSG00000104368",13214.4968037918,2.02764888857773,0.056598951184034,35.8248491563871,4.53258229571903e-281,1.88130493911688e-278,"PLAT","5327","plasminogen activator, tissue type"
"ENSG00000115963",13232.3301349766,1.80530722003606,0.0504212485441996,35.8044925931081,9.40200474830893e-281,3.78416445657694e-278,"RND3","390","Rho family GTPase 3"
"ENSG00000091527",2814.15907315816,-1.81026791217629,0.0507296006379531,-35.6846474131701,6.84086901587291e-279,2.67236536084776e-276,"CDV3","55573","CDV3 homolog"
"ENSG00000033867",3157.52042924196,1.93501712822086,0.0543927764638768,35.5748916311698,3.42600007928717e-277,1.3001180872312e-274,"SLC4A7","9497","solute carrier family 4 member 7"
"ENSG00000074800",18390.4756149844,-1.33891672978499,0.0376661384118359,-35.546960379784,9.2575440983334e-277,3.41551946427956e-274,"ENO1","2023","enolase 1"
"ENSG00000143799",1043.84682510942,-2.61746021968523,0.0738807050697976,-35.4281976222672,6.28529426499775e-275,2.25625076831622e-272,"PARP1","142","poly(ADP-ribose) polymerase 1"
"ENSG00000164938",1395.92210584831,2.31778729691833,0.0655361702801207,35.3665355636656,5.58475904246335e-274,1.95202025268416e-271,"TP53INP1","94241","tumor protein p53 inducible nuclear protein 1"
"ENSG00000110002",899.504360793506,4.43910356706716,0.125725505423443,35.3078999532853,4.44212202854292e-273,1.51282730213095e-270,"VWA5A","4013","von Willebrand factor A domain containing 5A"
"ENSG00000088325",1049.74978195443,-3.01206937190767,0.0856122626193866,-35.1826862151591,3.67923133148429e-271,1.22168876361936e-268,"TPX2","22974","TPX2 microtubule nucleation factor"
"ENSG00000196549",1520.30148791169,2.83743488514454,0.0806877678054758,35.1656138509756,6.71064007471692e-271,2.17392003591195e-268,"MME","4311","membrane metalloendopeptidase"
"ENSG00000133318",1500.97300012898,-2.41401748390566,0.0690836424059186,-34.9434019376321,1.6310304959726e-267,5.15793977321621e-265,"RTN3","10313","reticulon 3"
"ENSG00000073712",2356.74691021858,-2.30512991942323,0.0660504093767863,-34.899555372527,7.55079181444586e-267,2.33231667161558e-264,"FERMT2","10979","FERM domain containing kindlin 2"
"ENSG00000198959",5110.85796803933,-1.74618122239225,0.0500404249029678,-34.8954115753058,8.72662831198431e-267,2.63425175544945e-264,"TGM2","7052","transglutaminase 2"
"ENSG00000154864",1374.01910088605,2.357870994391,0.0675794182633405,34.8903712843894,1.04061150035077e-266,3.07142265503532e-264,"PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"ENSG00000198901",744.768135087352,-3.17650241716873,0.0919186947590453,-34.5577406804523,1.09060247557411e-261,3.14899610447291e-259,"PRC1","9055","protein regulator of cytokinesis 1"
"ENSG00000197321",4211.22514661471,1.73275452030081,0.0508560370845093,34.0717566612874,1.93323143088413e-254,5.46322975851127e-252,"SVIL","6840","supervillin"
"ENSG00000146072",1758.22981855472,2.05909371226215,0.0613453350976888,33.5656119407151,5.3291216176854e-247,1.47461236096036e-244,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000277443",2830.20102519863,-1.92967363523291,0.0577209810245892,-33.4310609587676,4.85136363188997e-245,1.31501656650536e-242,"MARCKS","4082","myristoylated alanine rich protein kinase C substrate"
"ENSG00000182752",6930.41939676306,2.01475438924008,0.0602926219426122,33.4162676016605,7.95777820255079e-245,2.11390420172559e-242,"PAPPA","5069","pappalysin 1"
"ENSG00000140943",1848.88777327798,-1.8936336328845,0.0567427653814739,-33.3722479007474,3.46560012685083e-244,9.02550997741818e-242,"MBTPS1","8720","membrane bound transcription factor peptidase, site 1"
"ENSG00000081923",1549.06690179341,-2.52988351795392,0.0760804523028817,-33.2527402424249,1.86338518892158e-242,4.7595157844724e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000145632",3262.15452178144,1.54678846223669,0.0469005474936493,32.9801792281025,1.56287300194528e-238,3.91661871921457e-236,"PLK2","10769","polo like kinase 2"
"ENSG00000102024",3591.26703399212,-1.70351343464684,0.0519797596611733,-32.7726300727646,1.44562526545011e-235,3.55570273624229e-233,"PLS3","5358","plastin 3"
"ENSG00000163346",2917.79069939981,1.81053704413151,0.0554644268771444,32.6432119841769,1.00031784682974e-233,2.41567666210774e-231,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72412663300862,0.0528271257981775,32.6371462947944,1.21955796850807e-233,2.89253016745074e-231,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469045e-233,2.27650352780839e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000135046",4581.91768778281,-1.46396101497728,0.0451014989282886,-32.4592541215755,4.01020995864661e-231,9.18338080530075e-229,"ANXA1","301","annexin A1"
"ENSG00000143341",2279.33849385387,2.05717871890423,0.0635444761889054,32.3738402184422,6.40905748476563e-230,1.442798330723e-227,"HMCN1","83872","hemicentin 1"
"ENSG00000168542",62749.3849250663,1.40988123640544,0.04363940383257,32.3075274312794,5.48366983819515e-229,1.2139017131818e-226,"COL3A1","1281","collagen type III alpha 1 chain"
"ENSG00000163017",4893.9021785664,-1.87090411942149,0.0580530421342869,-32.2274949018823,7.27261220602913e-228,1.58352189049965e-225,"ACTG2","72","actin gamma 2, smooth muscle"
"ENSG00000152894",4900.8667898464,1.68610856015152,0.0526456276770139,32.0275136711439,4.51529596875883e-225,9.67292920275078e-223,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000173334",1074.47707273372,2.41259537582195,0.0754657982644274,31.9693878724818,2.90558323562861e-224,6.12570738660622e-222,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000171951",793.124579134864,2.98015394814214,0.093522056562997,31.8657871486679,7.95637710537206e-223,1.65119688614925e-220,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32625480597754,0.135946196587789,31.8232868190895,3.08368090635116e-222,6.30114612279325e-220,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000134057",780.375869741297,-2.66982548152427,0.0841790607375025,-31.716028405801,9.3415428847465e-221,1.87991473629095e-218,"CCNB1","891","cyclin B1"
"ENSG00000113721",11145.9451572206,1.38868108054931,0.0445161306623522,31.1950086381548,1.24516543247305e-213,2.46840108568762e-211,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000115461",200904.539632615,1.27117057105769,0.0408826801762952,31.0931319956548,2.98261686146111e-212,5.82575252263624e-210,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000105088",793.128211520276,2.86559883606964,0.0924571587277082,30.9938016212351,6.53366643017927e-211,1.2576834424006e-208,"OLFM2","93145","olfactomedin 2"
"ENSG00000160014",4226.55595021453,-1.42455569815288,0.0460418705710631,-30.9404392237747,3.41638363912013e-210,6.48234392782765e-208,"CALM3","808","calmodulin 3"
"ENSG00000164924",9585.69435022083,-1.3370832631515,0.0432784823505043,-30.8948740929202,1.39966825086073e-209,2.61836531097636e-207,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000148175",3890.72249473237,1.38274751067476,0.0447780994947262,30.8799954950659,2.21727211935276e-209,4.09025115128379e-207,"STOM","2040","stomatin"
"ENSG00000183287",603.48721362449,-3.43626972965832,0.111632643379324,-30.7819435752497,4.57177703440721e-208,8.31812911931459e-206,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000164761",5291.78842553364,1.48921262931283,0.0486251599203124,30.6263800829318,5.45337280552814e-206,9.78806724365198e-204,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000092820",1475.49048809515,-1.91025763925397,0.0625617121848165,-30.5339731369689,9.23024213330139e-205,1.63461434686012e-202,"EZR","7430","ezrin"
"ENSG00000127920",2352.92723869813,2.10484837454937,0.0691359795706579,30.4450502852597,1.3929721351897e-203,2.43440209205126e-201,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000068489",527.868372422254,-3.28319497712231,0.107964299106967,-30.4100059397362,4.05074881577717e-203,6.98727867157823e-201,"PRR11","55771","proline rich 11"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564266983e-202,6.69875225204368e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000112984",587.875352632019,-3.36403265510348,0.111222285970046,-30.2460305123515,5.88364443518813e-201,9.89197030229985e-199,"KIF20A","10112","kinesin family member 20A"
"ENSG00000135074",13374.6004179129,1.14189974190776,0.0381291197897051,29.9482324324748,4.63936211714883e-197,7.70250095499635e-195,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000133818",917.65645300902,-2.58028680950678,0.0863114814566424,-29.8950587564988,2.28144457189114e-196,3.74100577825409e-194,"RRAS2","22800","RAS related 2"
"ENSG00000066279",593.333577786577,-3.10038901713983,0.103804435400485,-29.8675967474636,5.18789023068003e-196,8.403116834621e-194,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000076513",2351.57847713981,-1.94451162022608,0.0651531799099622,-29.8452297019621,1.01236507350793e-195,1.62002806100389e-193,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000116991",845.465812777274,2.4202446243872,0.0816027811246681,29.6588497478988,2.60792073355969e-193,4.12361942656427e-191,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000111615",1215.27891511062,1.95673337313478,0.0660945899605,29.6050459546565,1.28671309270444e-192,2.01060274085886e-190,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000128591",23487.8410667789,-1.33082223233678,0.0449890116759566,-29.5810506334819,2.61952938305847e-192,4.04564991462588e-190,"FLNC","2318","filamin C"
"ENSG00000089159",2841.04018824034,-1.52004182692363,0.0514982876038659,-29.5163567110438,1.77573698809762e-191,2.7109584684957e-189,"PXN","5829","paxillin"
"ENSG00000171246",11339.2021259297,1.74022776481271,0.0589999204071389,29.4954256345429,3.29535325853983e-191,4.97373658862796e-189,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000176014",5059.66070673934,-1.58283390188999,0.0538875297878443,-29.3729162966205,1.21830016933823e-189,1.81814189316296e-187,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000173546",2782.7113944163,-1.70829393534296,0.0583274006501961,-29.2880175749306,1.47385071330486e-188,2.17507613045723e-186,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000171617",3172.76514957676,1.72300162214882,0.05884382692129,29.2809239693659,1.81457750824611e-188,2.64848554555218e-186,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000003436",3855.53263789867,1.53736821954869,0.0525943193861405,29.2306895020646,7.90278807247477e-188,1.14092207802837e-185,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000156011",1865.6956706154,1.74118495613284,0.0596403743248867,29.1947355435407,2.26182288803537e-187,3.23027221493395e-185,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000145147",601.510428483162,-2.68638160740266,0.092090744469098,-29.1710271525072,4.52157664840372e-187,6.38889160043599e-185,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000159399",1648.34458773227,1.92240799532601,0.066086799723376,29.0891373674133,4.92604494043252e-186,6.88712935777103e-184,"HK2","3099","hexokinase 2"
"ENSG00000088448",1041.5088322989,2.36784169922692,0.0819022912879165,28.9105672380164,8.7935341765604e-184,1.21662209305287e-181,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000065911",1563.07540926849,-1.94825290856338,0.0674114947276429,-28.9009006021116,1.16321350124953e-183,1.59276306428828e-181,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000116729",14027.992136521,1.67569503652776,0.0579922781678932,28.8951406888425,1.37415001817211e-183,1.86239393279203e-181,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000108932",593.620514665934,3.86327148952294,0.13374919084218,28.8844475633611,1.87222360579508e-183,2.51180544769396e-181,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000171444",1285.81453923875,1.85634885108246,0.0642892059539698,28.8749693441786,2.46251316264161e-183,3.27070998262058e-181,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000157557",2128.88768598769,1.84664671579972,0.0640079775929017,28.8502587528169,5.0291390317087e-183,6.61356679397574e-181,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000134250",3989.90689953644,-1.35594541552251,0.0471003526622527,-28.7884344570778,2.99378843055932e-182,3.89838215045969e-180,"NOTCH2","4853","notch receptor 2"
"ENSG00000064666",5624.42477846777,-1.64271019035189,0.0570985581965812,-28.7697315350117,5.13171999440143e-182,6.61742766656697e-180,"CNN2","1265","calponin 2"
"ENSG00000171848",822.67379311788,-2.53282653468188,0.088075406371525,-28.7574777003895,7.30332945382543e-182,9.32719440439514e-180,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000122641",8425.96553258608,1.39133600248176,0.0484317051525562,28.727793045881,1.71599095588304e-181,2.17064684533701e-179,"INHBA","3624","inhibin subunit beta A"
"ENSG00000117399",548.054729960495,-3.23355885061981,0.113110283402871,-28.5876646520518,9.56437300703224e-180,1.19843398376795e-177,"CDC20","991","cell division cycle 20"
"ENSG00000155903",1023.35613415789,2.05090227248738,0.07193627640381,28.5099865466314,8.80916708286381e-179,1.09348931957567e-176,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000182481",2566.38058699848,-1.613730299975,0.056829769675891,-28.3958620486825,2.27458941344333e-177,2.79732375827354e-175,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000103257",3712.52147667185,-1.50761872801704,0.0530980397652491,-28.3931145986244,2.45937811333286e-177,2.99683120195294e-175,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000135926",1251.33626199858,-1.85342679344782,0.065667085214669,-28.2245936055922,2.91920912798063e-175,3.52481233071261e-173,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000185112",747.773002441521,2.65520171354219,0.0941512675775183,28.2014441425981,5.61390999021948e-175,6.71747319730587e-173,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000108829",3850.57518186778,-1.47512164415816,0.0523891937160701,-28.1569831395529,1.96818598887819e-174,2.33405770573929e-172,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000136153",4620.22110366109,-1.40309906314314,0.0498340066755422,-28.1554536097888,2.05491043190465e-174,2.41533808465111e-172,"LMO7","4008","LIM domain 7"
"ENSG00000057657",689.791384929011,2.8341097529194,0.100739173334607,28.1331448244652,3.85313868629368e-174,4.48924456415374e-172,"PRDM1","639","PR/SET domain 1"
"ENSG00000103449",1051.52143130918,2.35382514753033,0.0839519926109579,28.0377519856878,5.63412347493483e-173,6.50716765165951e-171,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000172795",852.701537725169,2.13212813378026,0.0762845468446735,27.9496729281434,6.65291239547962e-172,7.61758469282417e-170,"DCP2","167227","decapping mRNA 2"
"ENSG00000166510",570.336073336896,2.83105251837381,0.101488521517781,27.895297675391,3.04257506306191e-171,3.45397281945199e-169,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000141429",3588.58297366052,1.50609077002626,0.0540315757491922,27.8742707230554,5.4727891372583e-171,6.16013434924278e-169,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000109685",1268.17937848349,-1.89113797117562,0.0679960837618643,-27.8124542848491,3.0666790950671e-170,3.4228261966959e-168,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000184838",1048.67798618006,2.27795151429139,0.0819088598455327,27.8108072629414,3.21060913802182e-170,3.55360921426716e-168,"PRR16","51334","proline rich 16"
"ENSG00000161800",563.923688119321,-2.79241120436378,0.100506194362143,-27.7834736663314,6.8705028688105e-170,7.54165447136703e-168,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000163661",1909.80217231797,-1.6496707740454,0.0593796262028239,-27.7817642100102,7.20511972470343e-170,7.84413116258286e-168,"PTX3","5806","pentraxin 3"
"ENSG00000166851",502.683929770066,-3.32936342943806,0.12002605835305,-27.7386717111457,2.3869400287447e-169,2.5775071107144e-167,"PLK1","5347","polo like kinase 1"
"ENSG00000091039",4444.70184434491,1.57255887736163,0.0566977951733544,27.7358029982207,2.58489671515743e-169,2.76875791699363e-167,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000135318",10396.875971113,-1.18101593660235,0.0425881990828764,-27.7310607641357,2.948729882439e-169,3.13320242388438e-167,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000197565",563.648360733133,3.41278749579933,0.123105020477039,27.7225695798156,3.73263149841338e-169,3.93466758427988e-167,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000173801",2853.13714423843,1.54853893151996,0.0559804078279788,27.6621588088182,1.99296066214327e-168,2.08429161532181e-166,"JUP","3728","junction plakoglobin"
"ENSG00000076641",954.690284174,2.03269233068431,0.0738622106956303,27.5200581128093,1.01035690192227e-166,1.04840315401028e-164,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000113387",1168.42585268541,-2.03754837288225,0.0740755747195435,-27.5063457907223,1.47413386322211e-166,1.51778650940435e-164,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000102225",1340.69055489962,-1.74230511101477,0.0633543751731796,-27.5009437983118,1.71059451647494e-166,1.74770125906309e-164,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000089685",509.548185635596,-3.09774618642293,0.112863595155648,-27.4468147337578,7.58324630501455e-166,7.68860133001551e-164,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000100345",41759.3349472728,-1.22519143560893,0.0446400221395548,-27.4460310924288,7.74833520552389e-166,7.79646880301276e-164,"MYH9","4627","myosin heavy chain 9"
"ENSG00000111206",489.63700653501,-3.02343258570637,0.110169643450492,-27.4434271638997,8.32311638309758e-166,8.31185201506031e-164,"FOXM1","2305","forkhead box M1"
"ENSG00000038427",13753.9971136825,1.28373391052712,0.0467931515804351,27.4342263166532,1.07170040187465e-165,1.0622630401268e-163,"VCAN","1462","versican"
"ENSG00000076706",1719.55770882045,-1.57936847968689,0.0576957360358891,-27.3740936194047,5.58073835276759e-165,5.49061976307104e-163,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117042,27.2855920323927,6.28835886268572e-164,6.14132223633763e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000170759",4331.58598921615,-1.28568752009733,0.0472709487089203,-27.1982592948195,6.81021859153239e-163,6.60243236005352e-161,"KIF5B","3799","kinesin family member 5B"
"ENSG00000136378",1190.06353560081,2.13134698670016,0.0785061054114533,27.1488055041031,2.61558645653536e-162,2.51740719679005e-160,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000125384",562.779146692896,-2.72079025369011,0.100441939235568,-27.0881892006187,1.35656465155321e-161,1.29625120157768e-159,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000152223",2690.47150334747,-1.50603676138941,0.0558177422795324,-26.981327081401,2.44807988428428e-160,2.32252835879028e-158,"EPG5","57724","ectopic P-granules 5 autophagy tethering factor"
"ENSG00000075426",1241.54577193998,-2.02421556466037,0.0751040361902429,-26.9521542029101,5.38210897054089e-160,5.06987030827831e-158,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000147883",1092.60954361111,2.17986457157371,0.0809497910110657,26.928600362609,1.01604379430144e-159,9.50358709571249e-158,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000147065",17820.4971549208,-1.03010306303718,0.0382930903648164,-26.9004944031269,2.16715887214591e-159,2.01288140838055e-157,"MSN","4478","moesin"
"ENSG00000174574",1409.88985133804,-1.74444661387231,0.0648718371098313,-26.890661519557,2.82424963037742e-159,2.60497802713006e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000119326",1060.1999959954,-2.06906853303899,0.077005224158673,-26.8691969362439,5.03294617147203e-159,4.61017869306838e-157,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000113319",1375.65463563177,1.72034768851306,0.0640489394008028,26.8598934597111,6.46423422526597e-159,5.88068212191662e-157,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000167900",535.537322697115,-2.99327009151637,0.111675893969641,-26.8031889883962,2.96618122897523e-158,2.68005571994891e-156,"TK1","7083","thymidine kinase 1"
"ENSG00000091844",494.500786591075,2.80824049491141,0.1048294972025,26.7886479459755,4.38178900172011e-158,3.93235956221936e-156,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000100106",1548.43376339178,-1.54579253721088,0.0581049727744293,-26.603446545132,6.19257103129506e-156,5.52011600252758e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125845",1172.2386809597,5.52533661138904,0.207771211150542,26.5933696049239,8.09914671382401e-156,7.17152444353404e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000042062",529.580434708431,3.50764107964275,0.132543074817966,26.4641595531123,2.50735497248173e-154,2.20547607579485e-152,"RIPOR3","140876","RIPOR family member 3"
"ENSG00000167553",3002.80270522025,-1.4364998739797,0.0543871414983353,-26.4124907911123,9.84745153203085e-154,8.60485863476538e-152,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000100647",1393.45153066727,1.71994684445187,0.065147876385586,26.4006586227331,1.34651724413173e-153,1.16891778016717e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000145386",450.26224000273,-3.10925685899178,0.118122043639318,-26.3224099685051,1.06252774900545e-152,9.16395685863013e-151,"CCNA2","890","cyclin A2"
"ENSG00000139318",1424.14713666972,1.67884806482457,0.0638366573495268,26.2991223934599,1.9625550831377e-152,1.68171978156354e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000151617",710.546799779895,2.15467096635045,0.0821809924029599,26.2186048543367,1.63071520720114e-151,1.38840765269523e-149,"EDNRA","1909","endothelin receptor type A"
"ENSG00000113810",918.429735878976,-1.9856334095346,0.0758284820635678,-26.18585201099,3.85149955177838e-151,3.25831955711595e-149,"SMC4","10051","structural maintenance of chromosomes 4"
"ENSG00000169439",2385.18491369971,1.32445697240934,0.0507893132512764,26.077473539693,6.56742934826926e-150,5.52079725339952e-148,"SDC2","6383","syndecan 2"
"ENSG00000091409",2615.20252718009,-1.34483375877823,0.0516184473276323,-26.0533555037468,1.23257636075406e-149,1.02962762412173e-147,"ITGA6","3655","integrin subunit alpha 6"
